month,class,geometry
Sep,presence,"c(-73.28, 39.17)"
Sep,presence,"c(-71.81326, 40.4512)"
Sep,presence,"c(-70.34933, 41.98742)"
Sep,presence,"c(-70.6075, 40.8327)"
Sep,presence,"c(-69.41534, 43.4105)"
Sep,presence,"c(-69.20875, 41.11167)"
Sep,presence,"c(-70, 40.74033)"
Sep,presence,"c(-67.87534, 43.50317)"
Sep,presence,"c(-67.804, 43.984)"
Sep,presence,"c(-69.92308, 42.91925)"
Sep,presence,"c(-70.034, 42.747)"
Sep,presence,"c(-69.487572, 41.840984)"
Sep,presence,"c(-68.35978, 41.76944)"
Sep,presence,"c(-70.722, 40.6965)"
Sep,presence,"c(-69.81133, 43.06333)"
Sep,presence,"c(-69.560432, 41.840744)"
Sep,presence,"c(-66.83858, 41.17133)"
Sep,presence,"c(-68.6695, 41.44467)"
Sep,presence,"c(-65.9921, 41.2086)"
Sep,presence,"c(-69.17683, 43.40517)"
Sep,presence,"c(-67.9165, 43.78767)"
Sep,presence,"c(-66.76725, 41.17033)"
Sep,presence,"c(-73.141124, 40.255137)"
Sep,presence,"c(-67.2784, 44.26087)"
Sep,presence,"c(-66.841983, 44.940617)"
Sep,presence,"c(-68.52216, 41.79133)"
Sep,presence,"c(-67.81827, 43.91306)"
Sep,presence,"c(-70.4856, 40.7602)"
Sep,presence,"c(-69.87508, 42.17643)"
Sep,presence,"c(-70.34462, 42.25588)"
Sep,presence,"c(-69.93333, 42.12562)"
Sep,presence,"c(-69.83617, 42.99617)"
Sep,presence,"c(-70.23817, 40.83575)"
Sep,presence,"c(-69.11233, 41.4425)"
Sep,presence,"c(-67.30312, 42.18581)"
Sep,presence,"c(-69.14409, 43.45892)"
Sep,presence,"c(-70.38072, 42.09875)"
Sep,presence,"c(-69.581886, 42.206741)"
Sep,presence,"c(-67.583, 44.217)"
Sep,presence,"c(-66.532867, 43.07872)"
Sep,presence,"c(-68.5852, 41.8003)"
Sep,presence,"c(-69.95, 41)"
Sep,presence,"c(-69.63567, 43.40617)"
Sep,presence,"c(-68.322411, 43.353432)"
Sep,presence,"c(-68.4956, 41.7958)"
Sep,presence,"c(-70.02623, 40.50845)"
Sep,presence,"c(-72.30411, 40.40117)"
Sep,presence,"c(-68.032, 43.17167)"
Sep,presence,"c(-67.8654, 44.0374)"
Sep,presence,"c(-67.461807, 44.213673)"
Sep,presence,"c(-67.20643, 44.38274)"
Sep,presence,"c(-68.058, 43.885)"
Sep,presence,"c(-69.42462, 43.12567)"
Sep,presence,"c(-70.1405, 40.83183)"
Sep,presence,"c(-70.32567, 42.111)"
Sep,presence,"c(-70.173, 42.756)"
Sep,presence,"c(-68.298, 43.743)"
Sep,presence,"c(-68.96633, 43.40967)"
Sep,presence,"c(-67.40765, 42.15957)"
Sep,presence,"c(-70.31983, 42.03267)"
Sep,presence,"c(-67.87016, 43.93833)"
Sep,presence,"c(-68.305, 43.69)"
Sep,presence,"c(-67.79383, 42.10717)"
Sep,presence,"c(-71.06983, 40.78883)"
Sep,presence,"c(-67.31012, 44.25185)"
Sep,presence,"c(-69.049, 43.44117)"
Sep,presence,"c(-70.233, 42.233)"
Sep,presence,"c(-67.431, 44.045)"
Sep,presence,"c(-70.044731, 42.245953)"
Sep,presence,"c(-71.32333, 40.77392)"
Sep,presence,"c(-67.25115, 44.30877)"
Sep,presence,"c(-68.216, 43.781)"
Sep,presence,"c(-70.36842, 42.13667)"
Sep,presence,"c(-67.59897, 43.91715)"
Sep,presence,"c(-71.29208, 40.774)"
Sep,presence,"c(-70.374, 41.95)"
Sep,presence,"c(-68.4435, 43.50683)"
Sep,presence,"c(-69.06967, 41.10933)"
Sep,presence,"c(-72.2078, 40.40208)"
Sep,presence,"c(-72.051577, 40.259512)"
Sep,presence,"c(-69.51542, 43.64083)"
Sep,presence,"c(-70.08697, 40.80771)"
Sep,presence,"c(-68.973824, 43.515183)"
Sep,presence,"c(-69.90225, 42.12567)"
Sep,presence,"c(-67.19762, 44.39606)"
Sep,presence,"c(-69.0195, 43.836)"
Sep,presence,"c(-69.765, 41.735)"
Sep,presence,"c(-68.1, 43.967)"
Sep,presence,"c(-70.4215, 42.372)"
Sep,presence,"c(-73.283333, 39.166667)"
Sep,presence,"c(-69.083, 41.8)"
Sep,presence,"c(-66.38667, 44.61367)"
Sep,presence,"c(-69.70027, 41.79153)"
Sep,presence,"c(-68.93033, 41.177)"
Sep,presence,"c(-69.23767, 41.44133)"
Sep,presence,"c(-70.5913, 40.7983)"
Sep,presence,"c(-66.74852, 42.15265)"
Sep,presence,"c(-69.2, 42.2)"
Sep,presence,"c(-67.096017, 45.078967)"
Sep,presence,"c(-69.93916, 42.809)"
Sep,presence,"c(-70.45, 42.683)"
Sep,presence,"c(-69.83818, 42.04108)"
Sep,presence,"c(-68.51675, 42.18025)"
Sep,presence,"c(-68.33533, 41.74883)"
Sep,presence,"c(-68.1385, 42.098)"
Sep,presence,"c(-66.633, 45.034)"
Sep,presence,"c(-69.375694, 41.841415)"
Sep,presence,"c(-69.94402, 42.13237)"
Sep,presence,"c(-69.89233, 41.4305)"
Sep,presence,"c(-66.45869, 42.1864)"
Sep,presence,"c(-67.4155, 42.0705)"
Sep,presence,"c(-67.4775, 43.74942)"
Sep,presence,"c(-70.77046, 40.45744)"
Sep,presence,"c(-69.081, 41.40883)"
Sep,presence,"c(-69.75632, 40.78517)"
Sep,presence,"c(-70.06385, 41.51453)"
Sep,presence,"c(-69.577, 43.56333)"
Sep,presence,"c(-69.641785, 41.134911)"
Sep,presence,"c(-70.183, 42.85)"
Sep,presence,"c(-70.26133, 41.8105)"
Sep,presence,"c(-69.8265, 42.93616)"
Sep,presence,"c(-67.517265, 44.148842)"
Sep,presence,"c(-67.77025, 43.91717)"
Sep,presence,"c(-70.118, 42.819)"
Sep,presence,"c(-66.775337, 43.876835)"
Sep,presence,"c(-67.78175, 44.06483)"
Sep,presence,"c(-68.85525, 41.4445)"
Sep,presence,"c(-67.782, 43.17117)"
Sep,presence,"c(-70.32283, 42.1385)"
Sep,presence,"c(-67.44709, 43.9135)"
Sep,presence,"c(-68.7175, 41.79567)"
Sep,presence,"c(-68.94, 41.4425)"
Sep,presence,"c(-68.18425, 41.51167)"
Sep,presence,"c(-67.725, 43.73617)"
Sep,presence,"c(-67.90117, 43.43667)"
Sep,presence,"c(-69.27834, 41.73983)"
Sep,presence,"c(-68.69583, 41.445)"
Sep,presence,"c(-69.82083, 43.40417)"
Sep,presence,"c(-67.758, 43.983)"
Sep,presence,"c(-68.678284, 42.294727)"
Sep,presence,"c(-69.41807, 41.77825)"
Sep,presence,"c(-69.98744, 40.58686)"
Sep,presence,"c(-66.5389, 42.33007)"
Sep,presence,"c(-68.717, 43.45)"
Sep,presence,"c(-71.780485, 40.233221)"
Sep,presence,"c(-68.50501, 41.90916)"
Sep,presence,"c(-69.08366, 43.17583)"
Sep,presence,"c(-69.212586, 42.742546)"
Sep,presence,"c(-65.224869, 42.573132)"
Sep,presence,"c(-69.320427, 41.359158)"
Sep,presence,"c(-69.585724, 42.210018)"
Sep,presence,"c(-67.983, 43.983)"
Sep,presence,"c(-68.6086, 41.79965)"
Sep,background,"c(-69.2154892957712, 42.6638310256713)"
Sep,background,"c(-69.0509617472609, 41.6766657346095)"
Sep,background,"c(-72.0124576204464, 40.6072366692925)"
Sep,background,"c(-69.4622806185367, 42.6638310256713)"
Sep,background,"c(-69.3800168442815, 42.5815672514161)"
Sep,background,"c(-69.0509617472609, 42.2525121543955)"
Sep,background,"c(-72.0124576204464, 40.7717642178028)"
Sep,background,"c(-69.9558632640676, 43.0751498969471)"
Sep,background,"c(-69.2977530700264, 41.8411932831198)"
Sep,background,"c(-67.6524775849234, 42.2525121543955)"
Sep,background,"c(-69.8735994898124, 42.499303477161)"
Sep,background,"c(-70.0381270383227, 42.5815672514161)"
Sep,background,"c(-70.3671821353433, 42.1702483801404)"
Sep,background,"c(-69.626808167047, 39.6200713782307)"
Sep,background,"c(-69.626808167047, 42.9106223484367)"
Sep,background,"c(-69.4622806185367, 43.0751498969471)"
Sep,background,"c(-68.6396428759852, 41.5944019603543)"
Sep,background,"c(-66.4185209710961, 42.3347759286507)"
Sep,background,"c(-70.0381270383227, 42.4170397029058)"
Sep,background,"c(-68.2283240047094, 41.5944019603543)"
Sep,background,"c(-69.2977530700264, 41.1830830890786)"
Sep,background,"c(-69.9558632640676, 41.8411932831198)"
Sep,background,"c(-68.6396428759852, 42.1702483801404)"
Sep,background,"c(-69.626808167047, 41.9234570573749)"
Sep,background,"c(-69.2154892957712, 42.9928861226919)"
Sep,background,"c(-72.2592489432118, 40.4427091207822)"
Sep,background,"c(-72.5883040402324, 39.784598926741)"
Sep,background,"c(-69.626808167047, 42.3347759286507)"
Sep,background,"c(-70.1203908125779, 42.3347759286507)"
Sep,background,"c(-69.1332255215161, 42.0879846058852)"
Sep,background,"c(-68.4751153274749, 41.7589295088646)"
Sep,background,"c(-69.4622806185367, 41.9234570573749)"
Sep,background,"c(-67.8992689076888, 43.8155238652434)"
Sep,background,"c(-68.8041704244955, 41.429874411844)"
Sep,background,"c(-70.2849183610882, 42.9106223484367)"
Sep,background,"c(-72.2592489432118, 39.2910162812101)"
Sep,background,"c(-72.0124576204464, 39.5378076039756)"
Sep,background,"c(-68.6396428759852, 42.2525121543955)"
Sep,background,"c(-69.3800168442815, 41.429874411844)"
Sep,background,"c(-69.7913357155573, 43.0751498969471)"
Sep,background,"c(-70.1203908125779, 42.6638310256713)"
Sep,background,"c(-68.2283240047094, 43.4864687682228)"
Sep,background,"c(-68.8864341987506, 42.1702483801404)"
Sep,background,"c(-69.1332255215161, 42.5815672514161)"
Sep,background,"c(-68.9686979730058, 42.9928861226919)"
Sep,background,"c(-69.9558632640676, 42.1702483801404)"
Sep,background,"c(-69.7090719413021, 41.7589295088646)"
Sep,background,"c(-69.8735994898124, 42.1702483801404)"
Sep,background,"c(-69.4622806185367, 42.5815672514161)"
Sep,background,"c(-71.4366112006603, 39.784598926741)"
Sep,background,"c(-69.626808167047, 43.3219412197125)"
Sep,background,"c(-70.202654586833, 43.1574136712022)"
Sep,background,"c(-68.1460602304543, 43.4864687682228)"
Sep,background,"c(-69.2154892957712, 42.3347759286507)"
Sep,background,"c(-68.0637964561991, 42.0057208316301)"
Sep,background,"c(-72.5883040402324, 39.2910162812101)"
Sep,background,"c(-69.2977530700264, 42.0879846058852)"
Sep,background,"c(-69.9558632640676, 42.8283585741816)"
Sep,background,"c(-68.8864341987506, 42.2525121543955)"
Sep,background,"c(-68.4751153274749, 42.8283585741816)"
Sep,background,"c(-69.7913357155573, 41.6766657346095)"
Sep,background,"c(-72.2592489432118, 40.6072366692925)"
Sep,background,"c(-70.3671821353433, 42.0057208316301)"
Sep,background,"c(-70.202654586833, 42.5815672514161)"
Sep,background,"c(-68.7219066502403, 41.6766657346095)"
Sep,background,"c(-68.4751153274749, 41.9234570573749)"
Sep,background,"c(-67.8992689076888, 43.8977876394986)"
Sep,background,"c(-69.1332255215161, 41.3476106375889)"
Sep,background,"c(-67.4879500364131, 42.1702483801404)"
Sep,background,"c(-71.6834025234258, 39.7023351524859)"
Sep,background,"c(-69.0509617472609, 41.429874411844)"
Sep,background,"c(-70.6962372323639, 41.1008193148234)"
Sep,background,"c(-68.6396428759852, 42.3347759286507)"
Sep,background,"c(-68.9686979730058, 41.8411932831198)"
Sep,background,"c(-71.8479300719361, 39.7023351524859)"
Sep,background,"c(-67.5702138106682, 44.144578962264)"
Sep,background,"c(-71.1075561036397, 39.8668627009962)"
Sep,background,"c(-69.1332255215161, 42.8283585741816)"
Sep,background,"c(-69.3800168442815, 41.5944019603543)"
Sep,background,"c(-68.4751153274749, 42.0057208316301)"
Sep,background,"c(-69.2154892957712, 41.2653468633337)"
Sep,background,"c(-68.6396428759852, 43.0751498969471)"
Sep,background,"c(-66.0894658740755, 45.0494804790707)"
Sep,background,"c(-70.1203908125779, 41.1008193148234)"
Sep,background,"c(-70.0381270383227, 42.0879846058852)"
Sep,background,"c(-69.0509617472609, 42.6638310256713)"
Sep,background,"c(-68.4751153274749, 43.4042049939677)"
Sep,background,"c(-68.3105877789646, 40.3604453465271)"
Sep,background,"c(-66.7475760681167, 40.4427091207822)"
Sep,background,"c(-69.1332255215161, 41.7589295088646)"
Sep,background,"c(-69.8735994898124, 43.0751498969471)"
Sep,background,"c(-72.8350953629979, 39.208752506955)"
Sep,background,"c(-68.8864341987506, 43.0751498969471)"
Sep,background,"c(-67.6524775849234, 43.8977876394986)"
Sep,background,"c(-68.3105877789646, 41.8411932831198)"
Sep,background,"c(-71.6834025234258, 39.784598926741)"
Sep,background,"c(-69.2154892957712, 41.1830830890786)"
Sep,background,"c(-72.0947213947015, 40.7717642178028)"
Sep,background,"c(-65.266828131524, 42.9106223484367)"
Sep,background,"c(-70.0381270383227, 43.0751498969471)"
Sep,background,"c(-65.5958832285446, 41.3476106375889)"
Sep,background,"c(-68.3928515532197, 41.9234570573749)"
Sep,background,"c(-69.0509617472609, 42.0057208316301)"
Sep,background,"c(-70.1203908125779, 43.1574136712022)"
Sep,background,"c(-67.8992689076888, 42.0879846058852)"
Sep,background,"c(-68.7219066502403, 41.5121381860992)"
Sep,background,"c(-68.8041704244955, 43.3219412197125)"
Sep,background,"c(-72.341512717467, 39.784598926741)"
Sep,background,"c(-69.2977530700264, 42.5815672514161)"
Sep,background,"c(-67.3234224879028, 44.2268427365192)"
Sep,background,"c(-68.8864341987506, 41.7589295088646)"
Sep,background,"c(-66.6653122938615, 44.8026891563052)"
Sep,background,"c(-67.4056862621579, 44.0623151880089)"
Sep,background,"c(-67.6524775849234, 40.2781815722719)"
Sep,background,"c(-69.4622806185367, 43.4864687682228)"
Sep,background,"c(-69.5445443927918, 41.3476106375889)"
Sep,background,"c(-67.3234224879028, 42.1702483801404)"
Sep,background,"c(-69.3800168442815, 42.6638310256713)"
Sep,background,"c(-68.8864341987506, 42.3347759286507)"
Sep,background,"c(-72.8350953629979, 38.9619611841895)"
Sep,background,"c(-69.5445443927918, 43.568732542478)"
Sep,background,"c(-71.3543474264052, 41.0185555405683)"
Sep,background,"c(-67.981532681944, 41.9234570573749)"
Sep,background,"c(-68.6396428759852, 42.7460947999264)"
Sep,background,"c(-69.3800168442815, 43.4042049939677)"
Sep,background,"c(-67.981532681944, 43.8977876394986)"
Sep,background,"c(-69.2154892957712, 42.0879846058852)"
Sep,background,"c(-68.9686979730058, 41.429874411844)"
Sep,background,"c(-68.3105877789646, 42.0879846058852)"
Sep,background,"c(-70.4494459095985, 41.1008193148234)"
Sep,background,"c(-68.7219066502403, 41.429874411844)"
Sep,background,"c(-73.0818866857633, 39.2910162812101)"
Sep,background,"c(-71.0252923293846, 40.854027992058)"
Sep,background,"c(-72.2592489432118, 40.3604453465271)"
Sep,background,"c(-67.7347413591785, 41.5121381860992)"
Sep,background,"c(-68.9686979730058, 42.6638310256713)"
Sep,background,"c(-68.8864341987506, 41.2653468633337)"
Sep,background,"c(-67.8992689076888, 42.2525121543955)"
Sep,background,"c(-68.3928515532197, 42.9106223484367)"
Sep,background,"c(-69.7090719413021, 41.9234570573749)"
Sep,background,"c(-69.7913357155573, 43.1574136712022)"
Sep,background,"c(-69.7913357155573, 42.9106223484367)"
Sep,background,"c(-70.4494459095985, 42.0879846058852)"
Sep,background,"c(-70.5317096838536, 42.6638310256713)"
Sep,background,"c(-68.55737910173, 43.1574136712022)"
Sep,background,"c(-69.0509617472609, 43.1574136712022)"
Sep,background,"c(-71.7656662976809, 40.1136540237616)"
Sep,background,"c(-72.0947213947015, 39.5378076039756)"
Sep,background,"c(-69.2154892957712, 41.6766657346095)"
Sep,background,"c(-69.2154892957712, 41.9234570573749)"
Sep,background,"c(-68.8864341987506, 41.5121381860992)"
Sep,background,"c(-71.8479300719361, 39.9491264752513)"
Sep,background,"c(-68.55737910173, 42.0057208316301)"
Sep,background,"c(-72.4237764917221, 40.4427091207822)"
Sep,background,"c(-68.1460602304543, 43.8155238652434)"
Sep,background,"c(-67.981532681944, 42.499303477161)"
Sep,background,"c(-71.7656662976809, 40.6895004435477)"
Sep,background,"c(-68.3105877789646, 42.4170397029058)"
Sep,background,"c(-71.3543474264052, 39.9491264752513)"
Sep,background,"c(-69.2977530700264, 43.2396774454574)"
Sep,background,"c(-68.1460602304543, 43.568732542478)"
Sep,background,"c(-69.2977530700264, 41.5121381860992)"
Sep,background,"c(-68.55737910173, 41.5121381860992)"
Sep,background,"c(-72.2592489432118, 39.4555438297204)"
Sep,background,"c(-66.5830485196064, 44.4736340592846)"
Sep,background,"c(-68.8041704244955, 42.1702483801404)"
Sep,background,"c(-68.9686979730058, 42.4170397029058)"
Sep,background,"c(-67.981532681944, 43.0751498969471)"
Sep,background,"c(-70.1203908125779, 41.429874411844)"
Sep,background,"c(-69.5445443927918, 42.9928861226919)"
Sep,background,"c(-69.8735994898124, 42.3347759286507)"
Sep,background,"c(-69.2154892957712, 43.6509963167331)"
Sep,background,"c(-68.8864341987506, 42.0879846058852)"
Sep,background,"c(-70.2849183610882, 43.1574136712022)"
Sep,background,"c(-69.0509617472609, 42.3347759286507)"
Sep,background,"c(-67.981532681944, 43.4042049939677)"
Sep,background,"c(-68.8864341987506, 42.9106223484367)"
Sep,background,"c(-69.3800168442815, 42.8283585741816)"
Sep,background,"c(-68.8864341987506, 41.3476106375889)"
Sep,background,"c(-70.8607647808742, 41.1008193148234)"
Sep,background,"c(-69.4622806185367, 41.1008193148234)"
Sep,background,"c(-69.5445443927918, 41.5944019603543)"
Sep,background,"c(-68.7219066502403, 41.9234570573749)"
Sep,background,"c(-67.8992689076888, 42.0057208316301)"
Sep,background,"c(-71.1898198778948, 40.9362917663131)"
Sep,background,"c(-70.1203908125779, 42.8283585741816)"
Sep,background,"c(-73.0818866857633, 40.6072366692925)"
Sep,background,"c(-68.8041704244955, 42.0057208316301)"
Sep,background,"c(-69.2154892957712, 42.499303477161)"
Sep,background,"c(-69.0509617472609, 41.2653468633337)"
Sep,background,"c(-68.6396428759852, 41.9234570573749)"
Sep,background,"c(-68.0637964561991, 43.4042049939677)"
Sep,background,"c(-69.2977530700264, 42.2525121543955)"
Sep,background,"c(-71.0252923293846, 40.5249728950374)"
Sep,background,"c(-69.2977530700264, 41.7589295088646)"
Sep,background,"c(-68.1460602304543, 43.3219412197125)"
Sep,background,"c(-69.5445443927918, 41.1008193148234)"
Sep,background,"c(-66.7475760681167, 43.8977876394986)"
Sep,background,"c(-69.1332255215161, 41.2653468633337)"
Sep,background,"c(-67.5702138106682, 43.8155238652434)"
Sep,background,"c(-72.2592489432118, 39.3732800554653)"
Sep,background,"c(-66.4185209710961, 44.6381616077949)"
Sep,background,"c(-68.8041704244955, 41.2653468633337)"
Sep,background,"c(-69.2977530700264, 43.1574136712022)"
Sep,background,"c(-68.9686979730058, 41.1830830890786)"
Sep,background,"c(-68.0637964561991, 43.9800514137537)"
Sep,background,"c(-68.1460602304543, 41.9234570573749)"
Sep,background,"c(-70.0381270383227, 40.7717642178028)"
Sep,background,"c(-72.4237764917221, 39.6200713782307)"
Sep,background,"c(-71.7656662976809, 39.4555438297204)"
Sep,background,"c(-71.5188749749155, 39.8668627009962)"
Sep,background,"c(-71.5188749749155, 40.7717642178028)"
Sep,background,"c(-69.9558632640676, 42.0879846058852)"
Sep,background,"c(-69.5445443927918, 41.9234570573749)"
Sep,background,"c(-67.4056862621579, 43.9800514137537)"
Sep,background,"c(-70.2849183610882, 42.1702483801404)"
Sep,background,"c(-67.1588949393925, 44.3091065107743)"
Sep,background,"c(-68.7219066502403, 42.1702483801404)"
Sep,background,"c(-70.2849183610882, 42.0879846058852)"
Sep,background,"c(-71.5188749749155, 39.784598926741)"
Sep,background,"c(-69.626808167047, 41.1830830890786)"
Sep,background,"c(-68.55737910173, 41.9234570573749)"
Sep,background,"c(-66.5830485196064, 44.7204253820501)"
Sep,background,"c(-68.8041704244955, 42.2525121543955)"
Sep,background,"c(-67.4879500364131, 43.1574136712022)"
Sep,background,"c(-70.0381270383227, 40.6895004435477)"
Sep,background,"c(-67.2411587136476, 42.2525121543955)"
Sep,background,"c(-68.6396428759852, 41.7589295088646)"
Sep,background,"c(-71.4366112006603, 40.6895004435477)"
Sep,background,"c(-68.3928515532197, 43.6509963167331)"
Sep,background,"c(-69.1332255215161, 41.5944019603543)"
Sep,background,"c(-68.8864341987506, 41.429874411844)"
Sep,background,"c(-70.3671821353433, 42.4170397029058)"
Sep,background,"c(-69.5445443927918, 42.0057208316301)"
Sep,background,"c(-72.5060402659773, 39.6200713782307)"
Sep,background,"c(-68.3928515532197, 42.2525121543955)"
Sep,background,"c(-70.3671821353433, 40.6895004435477)"
Sep,background,"c(-72.341512717467, 39.4555438297204)"
Sep,background,"c(-69.9558632640676, 42.2525121543955)"
Sep,background,"c(-66.912103616627, 42.1702483801404)"
Sep,background,"c(-69.8735994898124, 43.3219412197125)"
Sep,background,"c(-68.8041704244955, 41.5121381860992)"
Sep,background,"c(-69.2977530700264, 41.6766657346095)"
Sep,background,"c(-72.2592489432118, 39.8668627009962)"
Sep,background,"c(-68.3928515532197, 42.4170397029058)"
Sep,background,"c(-68.0637964561991, 43.2396774454574)"
Sep,background,"c(-67.7347413591785, 42.4170397029058)"
Sep,background,"c(-68.9686979730058, 42.5815672514161)"
Sep,background,"c(-69.2154892957712, 43.568732542478)"
Sep,background,"c(-68.8041704244955, 41.6766657346095)"
Sep,background,"c(-69.0509617472609, 41.3476106375889)"
Sep,background,"c(-70.4494459095985, 40.6072366692925)"
Sep,background,"c(-68.7219066502403, 41.8411932831198)"
Sep,background,"c(-69.3800168442815, 42.1702483801404)"
Sep,background,"c(-72.5060402659773, 39.8668627009962)"
Sep,background,"c(-70.0381270383227, 39.8668627009962)"
Sep,background,"c(-72.5883040402324, 40.1136540237616)"
Sep,background,"c(-70.8607647808742, 41.0185555405683)"
Sep,background,"c(-68.2283240047094, 42.3347759286507)"
Sep,background,"c(-66.8298398423719, 44.9672167048155)"
Sep,background,"c(-67.8170051334337, 42.7460947999264)"
Sep,background,"c(-67.5702138106682, 42.499303477161)"
Sep,background,"c(-68.55737910173, 43.4042049939677)"
Sep,background,"c(-68.8864341987506, 42.499303477161)"
Sep,background,"c(-69.2977530700264, 41.2653468633337)"
Sep,background,"c(-69.1332255215161, 42.1702483801404)"
Sep,background,"c(-70.1203908125779, 42.9928861226919)"
Sep,background,"c(-69.2154892957712, 43.2396774454574)"
Sep,background,"c(-70.3671821353433, 42.0879846058852)"
Sep,background,"c(-68.1460602304543, 42.0879846058852)"
Sep,background,"c(-69.2977530700264, 41.3476106375889)"
Sep,background,"c(-69.9558632640676, 42.499303477161)"
Sep,background,"c(-69.7913357155573, 42.7460947999264)"
Sep,background,"c(-71.6011387491706, 39.6200713782307)"
Sep,background,"c(-68.2283240047094, 42.0057208316301)"
Sep,background,"c(-69.2154892957712, 41.1008193148234)"
Sep,background,"c(-68.3105877789646, 42.0057208316301)"
Sep,background,"c(-69.3800168442815, 41.6766657346095)"
Sep,background,"c(-68.3928515532197, 43.1574136712022)"
Sep,background,"c(-68.1460602304543, 43.7332600909883)"
Sep,background,"c(-68.9686979730058, 41.7589295088646)"
Sep,background,"c(-68.4751153274749, 43.3219412197125)"
Sep,background,"c(-70.3671821353433, 42.499303477161)"
Sep,background,"c(-69.1332255215161, 42.3347759286507)"
Sep,background,"c(-69.626808167047, 43.0751498969471)"
Sep,background,"c(-68.7219066502403, 42.3347759286507)"
Sep,background,"c(-68.55737910173, 41.8411932831198)"
Sep,background,"c(-69.2154892957712, 41.5944019603543)"
Sep,background,"c(-71.8479300719361, 40.6072366692925)"
Sep,background,"c(-68.3105877789646, 42.2525121543955)"
Sep,background,"c(-68.0637964561991, 42.1702483801404)"
Sep,background,"c(-69.8735994898124, 42.4170397029058)"
Sep,background,"c(-68.8864341987506, 42.9928861226919)"
Sep,background,"c(-67.1588949393925, 44.3913702850295)"
Sep,background,"c(-69.2154892957712, 41.7589295088646)"
Sep,background,"c(-72.1769851689567, 40.7717642178028)"
Sep,background,"c(-68.7219066502403, 43.4864687682228)"
Sep,background,"c(-68.4751153274749, 43.7332600909883)"
Sep,background,"c(-72.0124576204464, 39.784598926741)"
Sep,background,"c(-72.7528315887427, 39.208752506955)"
Sep,background,"c(-68.8864341987506, 41.9234570573749)"
Sep,background,"c(-67.8992689076888, 42.1702483801404)"
Sep,background,"c(-72.0947213947015, 40.6072366692925)"
Sep,background,"c(-70.9430285551294, 40.9362917663131)"
Sep,background,"c(-70.0381270383227, 43.2396774454574)"
Sep,background,"c(-69.2154892957712, 42.9106223484367)"
Sep,background,"c(-68.8041704244955, 42.4170397029058)"
Sep,background,"c(-72.5060402659773, 39.4555438297204)"
Sep,background,"c(-67.8170051334337, 43.8155238652434)"
Sep,background,"c(-70.7785010066191, 40.6072366692925)"
Sep,background,"c(-70.202654586833, 42.9106223484367)"
Sep,background,"c(-69.3800168442815, 42.7460947999264)"
Sep,background,"c(-68.4751153274749, 41.429874411844)"
Sep,background,"c(-67.0766311651373, 42.3347759286507)"
Sep,background,"c(-71.5188749749155, 39.7023351524859)"
Sep,background,"c(-69.626808167047, 41.8411932831198)"
Sep,background,"c(-69.9558632640676, 42.9928861226919)"
Sep,background,"c(-71.4366112006603, 40.7717642178028)"
Sep,background,"c(-68.9686979730058, 41.9234570573749)"
Sep,background,"c(-68.9686979730058, 41.3476106375889)"
Sep,background,"c(-69.0509617472609, 41.7589295088646)"
Sep,background,"c(-70.2849183610882, 40.9362917663131)"
Sep,background,"c(-72.5883040402324, 39.5378076039756)"
Sep,background,"c(-68.9686979730058, 43.0751498969471)"
Sep,background,"c(-69.5445443927918, 41.7589295088646)"
Sep,background,"c(-69.5445443927918, 43.1574136712022)"
Sep,background,"c(-68.55737910173, 41.429874411844)"
Sep,background,"c(-68.7219066502403, 43.4042049939677)"
Sep,background,"c(-69.5445443927918, 42.8283585741816)"
Sep,background,"c(-69.5445443927918, 43.4864687682228)"
Sep,background,"c(-72.1769851689567, 39.4555438297204)"
Sep,background,"c(-72.917359137253, 39.2910162812101)"
Sep,background,"c(-66.4185209710961, 42.1702483801404)"
Sep,background,"c(-67.6524775849234, 42.3347759286507)"
Sep,background,"c(-69.7090719413021, 42.0057208316301)"
Sep,background,"c(-69.5445443927918, 43.0751498969471)"
Sep,background,"c(-67.6524775849234, 42.6638310256713)"
Sep,background,"c(-69.2154892957712, 41.429874411844)"
Sep,background,"c(-68.9686979730058, 41.2653468633337)"
Sep,background,"c(-67.8170051334337, 43.1574136712022)"
Sep,background,"c(-68.8864341987506, 42.5815672514161)"
Sep,background,"c(-68.7219066502403, 42.9928861226919)"
Sep,background,"c(-70.0381270383227, 42.499303477161)"
Sep,background,"c(-69.9558632640676, 42.9106223484367)"
Sep,background,"c(-67.4879500364131, 43.9800514137537)"
Sep,background,"c(-72.0124576204464, 40.3604453465271)"
Sep,background,"c(-69.9558632640676, 42.5815672514161)"
Sep,background,"c(-69.3800168442815, 41.0185555405683)"
Sep,background,"c(-72.7528315887427, 39.7023351524859)"
Sep,background,"c(-72.5060402659773, 39.7023351524859)"
Sep,background,"c(-69.4622806185367, 41.5121381860992)"
Sep,background,"c(-69.4622806185367, 41.429874411844)"
Sep,background,"c(-70.4494459095985, 43.1574136712022)"
Sep,background,"c(-69.3800168442815, 42.9928861226919)"
Sep,background,"c(-70.0381270383227, 42.3347759286507)"
Sep,background,"c(-70.4494459095985, 42.6638310256713)"
Sep,background,"c(-69.2154892957712, 42.1702483801404)"
Sep,background,"c(-67.4056862621579, 43.8977876394986)"
Sep,background,"c(-69.7913357155573, 41.8411932831198)"
Sep,background,"c(-68.3928515532197, 43.8155238652434)"
